ID_MASTER,Framework_Name,Region_Culture,Macro_Region,Intellectual_Tradition,Core_Triad,UTCP_Mapping,Regime_Type,Closure_Function,Depth,Integrity,Lineage_Cluster,Blurb,Primary_Source,Parse_Flag
131,Central Dogma (DNA–RNA–Protein),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,DNA — floor instruction substrate. | RNA — coupling/transcriptional bridge enabling selective expression. | Protein — semantic closure as functional phenotype + persistent cellular trace (activity/structure).,I≈DNA; R≈RNA coupling; Sem≈Protein functional trace,Gradient,"expression requires an available code floor, a coupling translation channel, and a functional/traceable product. Dyads either lack translation or lack stable function/trace.",15,4,CAP Instantiation — Molecular Biology,,4,
132,CAP Theorem (Consistency–Availability–Partition Tolerance),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Availability — floor responsiveness. | Partition Tolerance — coupling under network fracture. | Consistency — semantic integrity/trace agreement across replicas.,I≈Availability; R≈Partition-Tolerance coupling; Sem≈Consistency/trace integrity,Branching,"steady operation under faults requires (i) respond, (ii) maintain coupling under partitions, and (iii) preserve semantic agreement. Tradeoff proves you can’t satisfy all at once under partition; triad is the closure surface.",16,4,CAP Instantiation — Distributed Systems,,4,
133,Observability Triad (Metrics–Traces–Logs),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Metrics — floor signals (aggregate state). | Traces — coupling lineage across components (request path). | Logs — semantic detail/audit trail enabling reconstruction.,I≈Metrics floor; R≈Traces lineage coupling; Sem≈Logs semantic audit,Branching,"audit-complete diagnosis requires a floor (metrics), relational lineage (traces), and semantic records (logs). Any dyad can be shown to hide the third as an undeclared channel under CAP.",15,4,CAP Instantiation — Systems Engineering,,4,
134,PID Control (Proportional–Integral–Derivative),Modern Theoretical / Cross-Cultural,Modern Global – Scientific/Technical,Contemporary Systems & Cybernetics,Proportional — floor response to present error. | Integral — coupling to accumulated past error (memory). | Derivative — semantic coherence of trend (future-facing damping).,I≈P term (present floor); R≈I term (history coupling); Sem≈D term (trajectory coherence),Gradient,"stable closed-loop control under noise typically requires present floor response, historical coupling, and trajectory coherence (damping). Dyadic controllers that ‘work’ embed the missing term as an equivalent hidden state/constraint.",15,4,CAP Instantiation — Control Theory,,4,
135,Thermodynamic Triple Point (Temperature–Pressure–Volume),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Volume — floor capacity/state space. | Pressure — coupling force/constraint. | Temperature — semantic measure of kinetic coherence (state).,I≈Volume floor; R≈Pressure coupling; Sem≈Temperature coherence,Gradient,phase coexistence closure requires three independent state variables; holding any two fixes the third in equilibrium for given substance. Dyads reduce by treating one as implicit boundary condition.,13,3,CAP Candidate — Thermodynamics,,3,
136,Finance Trilemma (Fixed FX–Free Capital–Independent Monetary Policy),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Free Capital Flow — floor resource mobility. | Exchange-Rate Regime — coupling to external price/market reference. | Monetary Policy Independence — semantic coherence of domestic governance control.,I≈Capital mobility floor; R≈FX coupling; Sem≈Policy coherence,Branching,macro closure under globalization requires choosing which constraint to sacrifice; the trilemma is a governance refusal surface.,14,3,CAP Instantiation — Macro Finance,,3,
137,Strategic Triangle (Customer–Competitor–Company),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Company — floor capabilities/resources. | Customer — coupling demand/fit. | Competitor — semantic context defining differentiation and viable positioning.,I≈Company floor; R≈Customer coupling; Sem≈Competitor-context coherence,Branching,"strategy closure requires capabilities, demand coupling, and contextual differentiation; dyads that ignore competitor-context suffer semantic drift (mispricing/mispositioning).",13,3,CAP Instantiation — Strategy,,3,
138,Triple Helix of Innovation (University–Industry–Government),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,"University — floor knowledge production. | Industry — coupling to production/market deployment. | Government — semantic framework: policy, regulation, and legitimacy trace.",I≈University knowledge floor; R≈Industry coupling; Sem≈Government framework/trace,Branching,"durable innovation ecosystems require knowledge floor, coupling to production, and a governing semantic frame (rules/legitimacy).",13,3,CAP Instantiation — Innovation Systems,,3,
139,Triple Bottom Line (People–Planet–Profit),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Planet — floor ecological viability. | People — coupling social legitimacy/labor relations. | Profit — semantic closure as accounting trace enabling continuation.,I≈Planet floor; R≈People coupling; Sem≈Profit/accounting trace,Gradient,"sustainability closure requires ecological floor, social coupling, and financial trace coherence; dyads externalize one as hidden cost.",12,4,CAP Instantiation — Sustainability,,4,
140,Factors of Production (Land–Labor–Capital),Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Sacred Mediation Ontology,Land — floor resources. | Labor — coupling human transformation effort. | Capital — semantic stabilization of productive capacity (stored structure).,I≈Land floor; R≈Labor coupling; Sem≈Capital stabilized coherence,Gradient,"production closure requires resources, coupling effort, and stabilized means; dyads hide one as assumed background.",12,3,CAP Candidate — Economics,,3,
141,Navigational Basis (Latitude–Longitude–Altitude),Europe (Slavic/Baltic),Europe,Slavic Tripartite Cosmology,Altitude — floor/headroom axis. | Latitude — coupling to meridional reference. | Longitude — semantic coherence tied to time/prime meridian for global registration.,I≈Altitude floor; R≈Latitude coupling; Sem≈Longitude/time coherence trace,Gradient,unambiguous position closure in 3D requires three coordinates; dyads require an implicit third (assumed altitude or assumed reference).,12,4,CAP Instantiation — Navigation/Geodesy,,4,
142,Structural Triad in Geology (Strike–Dip–Plunge),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Strike — floor orientation line. | Dip — coupling angle into depth. | Plunge — semantic axis orientation in 3D for full structural trace.,I≈Strike floor; R≈Dip coupling; Sem≈Plunge coherence/trace,Gradient,describing 3D orientation closure needs three measures; dyads force implicit assumptions about axis orientation.,12,4,CAP Instantiation — Geoscience,,4,
143,Fire Triangle (Fuel–Oxygen–Heat),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Fuel — floor material availability. | Oxygen — coupling oxidizer enabling reaction. | Heat — semantic coherence/persistence of combustion (self-sustaining trace).,I≈Fuel floor; R≈Oxygen coupling; Sem≈Heat persistence trace,Branching,combustion closure requires all three; remove one and the process collapses (classic triadic minimality).,14,4,CAP Instantiation — Safety/Combustion,,4,
144,Color Model (HSV: Hue–Saturation–Value),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Value — floor luminance. | Saturation — coupling intensity/mixture. | Hue — semantic identity of color category.,I≈Value floor; R≈Saturation coupling; Sem≈Hue identity trace,Gradient,perceptual color specification closure requires three parameters; dyads underdetermine (multiple colors share same dyadic pair).,12,4,CAP Instantiation — Color Science,,4,
145,Newton’s Laws (Inertia–Force–Action/Reaction),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Inertia — floor state persistence. | Force — coupling perturbation. | Action–Reaction — semantic closure ensuring interaction pairs and conservation-consistent trace.,I≈Inertia floor; R≈Force coupling; Sem≈Action/Reaction closure trace,Gradient,"dynamical closure under interaction requires persistence, coupling forces, and closure constraints (interaction reciprocity). Dyads omit conservation closure or treat it as hidden boundary condition.",15,4,CAP Candidate — Classical Mechanics,,4,
146,Triadic Reciprocal Determinism (Person–Behavior–Environment),Modern Theoretical / Cross-Cultural,Modern Global – Philosophical/Meta,Contemporary Analytic / Structural Theory,Person — floor capability/agency. | Environment — coupling context/affordances. | Behavior — semantic trace/output shaping both person and environment over time.,I≈Person floor; R≈Environment coupling; Sem≈Behavior trace,Gradient,"behavioral persistence/learning closure requires agent floor, context coupling, and a registered behavioral trace; dyads collapse into nature/nurture without trace dynamics.",13,4,CAP Instantiation — Psychology,,4,
